title,method,complexity,scenario,advantages,limitations,data_driven,category,category_zh,category_bilingual,source_category
Graph-Augmented LLMs for Swiss MP Ideology Prediction,"PG-RAG, an LLM framework that implements a retrieval-augmented generation pipeline: querying a political knowledge graph and integrating the resulting graph-structured information into the context.",medium,Swiss parliamentary dataset,Implementing a retrieval-augmented generation pipeline that queries a political knowledge graph and integrates graph-structured information into the context to capture both textual semantics and inter-MP relationships.,unknown,yes,Core Retrieval and Ranking Methods,核心检索与排序方法,核心检索与排序方法 (Core Retrieval and Ranking Methods),Domain-Specific RAG Applications
CAR: Query-Guided Confidence-Aware Reranking for Retrieval-Augmented Generation,"A query-guided, training-free, and plug-and-play reranking framework that estimates confidence through semantic consistency of multiple sampled answers under query-only and query-document conditions.",high,BEIR datasets,CAR (Confidence-Aware Reranking) uses generator confidence change as a document usefulness signal to rerank documents.,unknown,yes,General or Unspecified RAG,通用或未明确 RAG,通用或未明确 RAG (General or Unspecified RAG),Core Retrieval and Ranking Methods
Career-Aware Resume Tailoring via Multi-Source Retrieval-Augmented Generation with Provenance Tracking: A Case Study,"Implemented as a 12-node LangGraph pipeline with typed state management, hybrid semantic-lexical confidence scoring, provenance-aware fallback generation, anti-hallucination guardrails, and a conditional review loop.",medium,"Nine job descriptions (JDs) across software engineering, data analytics, and business analysis roles using a single candidate's career history.","Resume Tailor, an agentic resume-tailoring system that maintains a longitudinal career vault in a vector database and uses multi-source retrieval-augmented generation (RAG) to assemble job-specific resume content from...",Unknown,yes,Core Retrieval and Ranking Methods,核心检索与排序方法,核心检索与排序方法 (Core Retrieval and Ranking Methods),Domain-Specific RAG Applications
DoGMaTiQ: Automated Generation of Question-and-Answer Nuggets for Report Evaluation,"A pipeline with three stages: (1) document-grounded nugget generation, (2) paraphrase clustering, and (3) nugget subselection based on principled quality criteria.",medium,"Cross-lingual TREC shared tasks, NeuCLIR and RAGTIME","DoGMaTiQ, a pipeline for generating high-quality QA-based nugget sets automatically to enable fully automatic evaluation of generated reports.",unknown,yes,"Evaluation, Benchmarks, and Diagnostics",评测、基准与诊断,"评测、基准与诊断 (Evaluation, Benchmarks, and Diagnostics)","Evaluation, Benchmarks, and Diagnostics"
EnterpriseRAG-Bench: A RAG Benchmark for Company Internal Knowledge,"Development of EnterpriseRAG-Bench, a dataset with approximately 500,000 documents spanning nine enterprise source types and 500 questions across ten categories, with cross-document coherence and realistic noise.",low,"EnterpriseRAG-Bench dataset with 500,000 documents from nine enterprise sources (Slack, Gmail, Linear, Google Drive, HubSpot, Fireflies, GitHub, Jira, and Confluence) and 500 questions across ten categories.",Creating a synthetic enterprise corpus and benchmark that reflects real company-internal knowledge characteristics.,Not mentioned in the abstract.,yes,"Evaluation, Benchmarks, and Diagnostics",评测、基准与诊断,"评测、基准与诊断 (Evaluation, Benchmarks, and Diagnostics)","Evaluation, Benchmarks, and Diagnostics"
An Agent-Oriented Pluggable Experience-RAG Skill for Experience-Driven Retrieval Strategy Orchestration,"The proposed skill analyzes the current scene, consults an experience memory, selects an appropriate retrieval strategy, and returns structured evidence to the agent.",medium,"BeIR/nq, BeIR/hotpotqa, and BeIR/scifact","Experience-RAG Skill, an agent-oriented pluggable retrieval orchestration layer positioned between the agent and the retriever pool.",not specified,yes,Agentic and Multi-Agent RAG,智能体与多智能体 RAG,智能体与多智能体 RAG (Agentic and Multi-Agent RAG),Agentic and Multi-Agent RAG
Beyond Rules: LLM-Powered Linting for Quantum Programs,"LintQ-LLM+CoT and LintQ-LLM+RAG, which use LLMs with different specializations for quantum program linting.",medium,55 Qiskit programs,Employing Large Language Models (LLMs) specialized via Chain-of-Thought (CoT) prompting and a Retrieval-Augmented Generation (RAG) system to detect quantum programming problems.,not specified,yes,Core Retrieval and Ranking Methods,核心检索与排序方法,核心检索与排序方法 (Core Retrieval and Ranking Methods),Domain-Specific RAG Applications
Natural Language Processing: A Comprehensive Practical Guide from Tokenisation to RLHF,"Twelve hands-on sessions covering tokenisation, vectorisation, fine-tuning, retrieval-augmented generation, and RLHF, with emphasis on open-weight models and Hugging Face ecosystem",high,"A single evolving corpus, with linguistic resources for Tajik and Tatar (subword tokenisers, embeddings, lexical databases, transliteration benchmarks)","A reproducible research artefact that combines theory with implementation, using public repositories and a single evolving corpus",Unknown (abstract does not explicitly mention limitations),yes,"Survey, Theory, and Governance",综述、理论与治理,"综述、理论与治理 (Survey, Theory, and Governance)","Survey, Theory, and Governance"
Enhancing Visual Question Answering with Multimodal LLMs via Chain-of-Question Guided Retrieval-Augmented Generation,CoVQD-guided RAG (CgRAG) framework that enables MLLMs to access more comprehensive and coherent external knowledge while benefiting from structured visual-text reasoning guidance.,medium,"E-VQA, InfoSeek, and OKVQA benchmarks","A logical prompting strategy that fuses Chain-of-Thought (CoT) reasoning with Visual Question Decomposition (VQD), termed CoVQD, to guide retrieval toward more accurate and relevant knowledge for MLLM inference.",unknown,yes,Multimodal and Visual RAG,多模态与视觉 RAG,多模态与视觉 RAG (Multimodal and Visual RAG),Multimodal and Visual RAG
Deep Graph-Language Fusion for Structure-Aware Code Generation,"CGFuse, a novel framework that combines a graph neural network (GNN) with a language model by infusing learned graph features directly into intermediate layers of pre-trained language models.",medium,unknown,Deep token-level fusion of graph features within pre-trained language model internals to preserve fine-grained structural information from code graphs.,unknown,unknown,Core Retrieval and Ranking Methods,核心检索与排序方法,核心检索与排序方法 (Core Retrieval and Ranking Methods),Core Retrieval and Ranking Methods
SURE-RAG: Sufficiency and Uncertainty-Aware Evidence Verification for Selective Retrieval-Augmented Generation,"SURE-RAG, a transparent aggregation protocol that treats evidence sufficiency as a set-level property, using a shared pair-level claim-evidence verifier to produce local relation distributions, which SURE-RAG aggregat...",medium,HotPotQA-RAG v3 (a controlled multi-hop benchmark) and HaluBench (for unsafe detection),"Evidence sufficiency verification for selective RAG answering: given a question, a candidate answer, and retrieved evidence, predict whether the evidence supports, refutes, or is insufficient, and abstain unless suppo...",unknown,yes,General or Unspecified RAG,通用或未明确 RAG,通用或未明确 RAG (General or Unspecified RAG),Core Retrieval and Ranking Methods
From prompting to evidence-based translation: A RAG+prompt system for Japanese-Chinese translation and its pedagogical potential,"RAG+Prompt system that includes an analysis module outputting A1 (inner vs. outer NMCC) and A2 (risk predictions), retrieves top-k similar examples, and inserts these into an enhanced prompt",medium,66-sentence test set for Japanese-Chinese translation,"A retrieval-augmented generation system that integrates linguistic analysis, embedding-based retrieval, prompt construction, and LLM generation without modifying the base model","one base model, one metric, and reliance on published texts and commercial APIs",yes,General or Unspecified RAG,通用或未明确 RAG,通用或未明确 RAG (General or Unspecified RAG),Core Retrieval and Ranking Methods
RAG over Thinking Traces Can Improve Reasoning Tasks,"T3, an offline method that transforms thinking traces into structured, retrieval-friendly representations, used in a retrieve-then-generate pipeline.",medium,"AIME 2025--2026, LiveCodeBench, and GPQA-Diamond benchmarks",Retrieving thinking traces (intermediate thinking trajectories generated during problem solving attempts) rather than standard documents can improve reasoning performance in RAG systems.,unknown,yes,General or Unspecified RAG,通用或未明确 RAG,通用或未明确 RAG (General or Unspecified RAG),Core Retrieval and Ranking Methods
Beyond Similarity Search: A Unified Data Layer for Production RAG Systems,A unified data layer architecture built on PostgreSQL with pgvector and HNSW indexing,medium,"50,000 documents",Implementing a unified data layer built on PostgreSQL with native vector search (pgvector) and HNSW indexing,unknown,yes,"Efficiency, Deployment, and On-Device RAG",效率、部署与端侧 RAG,"效率、部署与端侧 RAG (Efficiency, Deployment, and On-Device RAG)","Efficiency, Deployment, and On-Device RAG"
