title,method,complexity,scenario,advantages,limitations,data_driven,category,category_zh,category_bilingual,source_category
SARAD: LLM-Based Safety-Aware Hybrid Reinforcement Learning with Collision Prediction for Autonomous Driving,"SARAD substitutes the random exploration of DRL with Retrieval-Augmented Generation (RAG)-enhanced, LLM-guided decisions sourced from a dynamic expert knowledge repository. An attention discriminator is proposed to in...",high,Highway-Env simulator,A novel safety-aware hybrid framework that synergizes LLMs and DRL for autonomous driving.,unknown,yes,"Reliability, Safety, Privacy, and Security",可靠性、安全、隐私与防护,"可靠性、安全、隐私与防护 (Reliability, Safety, Privacy, and Security)",Domain-Specific RAG Applications
Search for Coverage: Learning Coverage-Aware Retrieval with Augmented Sub-Question Answerability,"CoveR, a bi-encoder trained with the coverage-based contrastive and distillation objectives, which enables CoveR to capture diverse aspects of information needs.",medium,"SCOPE dataset, which comprises 90K training pairs from Researchy Questions with synthetic coverage signals augmented from sub-question answerability judgments generated by LLMs.",A dense retrieval method optimized for coverage-aware retrieval scenarios.,Unknown,yes,General or Unspecified RAG,通用或未明确 RAG,通用或未明确 RAG (General or Unspecified RAG),Core Retrieval and Ranking Methods
"Co-creation of AI technology, empowering curators of cultural heritage information and guarding research commons",Implementing a local chatbot for collections using RAG on a data-sharing and archiving platform Dataverse,medium,"Digital collections of cultural assets from institutions in the cultural sector, focusing on humanities and social sciences",Using Retrieval-Augmented Generation (RAG) for specific digital collections of cultural assets,unknown,partly,Domain-Specific RAG Applications,领域应用型 RAG,领域应用型 RAG (Domain-Specific RAG Applications),Domain-Specific RAG Applications
Analyzing Quality-Latency-Resource Trade-offs in a Technical Documentation RAG Assistant Using LoRA Adaptation,Abating 20 LoRA configurations on Llama-3.2-3B-Instruct and Llama-3.1-8B-Instruct across rank and target-module choices,low,"Kubernetes documentation with 5,144 manually verified question-answer pairs and a hybrid-retrieval pipeline (BGE-M3 dense, BGE-M3 native sparse, Reciprocal Rank Fusion, cross-encoder reranking)",Using LoRA adapters on q and v attention projections consistently provides optimal trade-offs,unknown,yes,"Efficiency, Deployment, and On-Device RAG",效率、部署与端侧 RAG,"效率、部署与端侧 RAG (Efficiency, Deployment, and On-Device RAG)",Core Retrieval and Ranking Methods
Mixture-of-Experts Knowledge Graph Retrieval-Augmented Generation for Multi-Agent LLM-based Recommendation,"MixRAGRec integrates three agents: a Mixture-of-Experts Retrieval Agent, a Knowledge Preference Alignment Agent, and a Contrastive Learning-reinforced Recommendation Agent. It also introduces Mixture-of-Experts Multi-...",high,real-world datasets,"MixRAGRec, a cooperative multi-agent framework for KG-RAG recommendations that routes queries to different retrieval experts, converts structured knowledge to natural language, and uses contrastive learning for recomm...",unknown,yes,Agentic and Multi-Agent RAG,智能体与多智能体 RAG,智能体与多智能体 RAG (Agentic and Multi-Agent RAG),Domain-Specific RAG Applications
FT-Pilot: Automated Fault-Tolerant RTL Rewriting via Vulnerability-Guided LLMs,"GNN to identify vulnerable assets at RTL level, combined with an LLM-driven rewriting engine with analyzer and rewriter components.",medium,multiple benchmark circuits,"FT-Pilot, a GNN-guided LLM framework that automatically identifies vulnerable RTL components and performs fault-tolerant code rewriting using dual-knowledge-base retrieval-augmented generation and an automatic repair...",not specified,yes,"Efficiency, Deployment, and On-Device RAG",效率、部署与端侧 RAG,"效率、部署与端侧 RAG (Efficiency, Deployment, and On-Device RAG)","Efficiency, Deployment, and On-Device RAG"
LegalGraphRAG: Multi-Agent Graph Retrieval-Augmented Generation for Reliable Legal Reasoning,"A framework with a hierarchical legal graph and a multi-agent system where a Researcher retrieves evidence, an Auditor verifies it, and an Adjudicator synthesizes verified evidence for final judgment.",high,"Legal domain, containing cases, articles and interpretations","LegalGraphRAG, a framework with two core components: a hierarchical legal graph for organizing legal sources at appropriate abstraction levels, and a multi-agent system for reliable reasoning.",unknown,yes,Agentic and Multi-Agent RAG,智能体与多智能体 RAG,智能体与多智能体 RAG (Agentic and Multi-Agent RAG),Domain-Specific RAG Applications
A Wolf in Sheep's Clothing: Targeted Routing Hijacking in Federated RAG,"A trust-aware post-routing framework that reweights clients using returned-evidence feedback, including retrieval relevance, profile consistency, and cross-client agreement.",medium,FedRAG routing architectures and a MedQA-USMLE case study,"Routing Hijacking is a routing-stage attack where malicious clients forge their profiles to attract target queries despite having irrelevant underlying data, leading to various failures in the system.","Existing defenses like encrypted routing preserve the exploited ranking, and Byzantine-robust FL rules transfer poorly to heterogeneous routing profiles",yes,"Reliability, Safety, Privacy, and Security",可靠性、安全、隐私与防护,"可靠性、安全、隐私与防护 (Reliability, Safety, Privacy, and Security)","Reliability, Safety, Privacy, and Security"
ConRAG: Consensus-Driven Multi-View Retrieval for Multi-Hop Question Answering,"ConRAG, a consensus-driven multi-view retrieval framework that systematically optimizes both query and corpus sides and leverages multi-view evidence (relation, entity, and text signals) for more accurate retrieval.",medium,"three multi-hop QA benchmarks, including MuSiQue","ConRAG, a consensus-driven multi-view RAG framework that optimizes both query and corpus sides, leveraging multi-view evidence (relation, entity, and text signals) for more accurate retrieval.",unknown,yes,General or Unspecified RAG,通用或未明确 RAG,通用或未明确 RAG (General or Unspecified RAG),Core Retrieval and Ranking Methods
SilentRetrieval: Hijacking Retrieval-Augmented Generation via Semantically-Preserving Adversarial Data Poisoning,Two-stage attack with Stage 1 using Coordinated Beam Search (multi-token joint optimization with fluency-similarity objective) and Stage 2 using Context-Adaptive Trigger Generation (lightweight trigger-fusion with fro...,high,"Natural Questions and MS MARCO datasets, Wikipedia-scale evaluation, evaluation across four target LLMs and retrievers including ColBERT and commercial embedding models.","SilentRetrieval is a two-stage data poisoning attack that hijacks RAG systems through adversarially crafted yet fluent documents, using Coordinated Beam Search and Context-Adaptive Trigger Generation.","Combined defenses reduce attack success but incur a latency trade-off, and while having lower flag rates than disfluent baselines, it remains more suspicious than benign content.",yes,"Reliability, Safety, Privacy, and Security",可靠性、安全、隐私与防护,"可靠性、安全、隐私与防护 (Reliability, Safety, Privacy, and Security)","Reliability, Safety, Privacy, and Security"
Beyond Chunk-Local Extraction: Cross-Chunk Graph Augmentation for GraphRAG,"CrossAug, a GNN-guided CROSS-Chunk Graph AUGmentation method that enriches GraphRAG indices with cross-chunk relational structure as an offline step before query-time retrieval, using self-supervised graph corruption,...",medium,three LLM-based GraphRAG frameworks across four multi-hop and long-document QA benchmarks,"Cross-chunk graph augmentation can enrich GraphRAG indices with relational structure that spans multiple passages, improving retrieval-based question answering.",unknown,yes,Knowledge Graph and Structured Knowledge RAG,知识图谱与结构化知识 RAG,知识图谱与结构化知识 RAG (Knowledge Graph and Structured Knowledge RAG),Knowledge Graph and Structured Knowledge RAG
Beyond Similarity: Task-Aligned Retrieval for Language Models,"TAG transforms source documents into traceable condition-action rules, identifies which rules apply to a given input through pairwise LLM judgments, and generates output conditioned only on selected actions.",medium,"Wikipedia NPOV rewriting, HumanEval with PEP~8 compliance, and NBA transaction reasoning on RuleArena","Task-Aligned Retrieval (TAG), a retrieval framework that replaces similarity-based retrieval with applicability-based rule selection.",unknown,yes,General or Unspecified RAG,通用或未明确 RAG,通用或未明确 RAG (General or Unspecified RAG),Core Retrieval and Ranking Methods
C-MIG: Multi-view Information Gain-based Retrieval-Augmented Generation for Clinical Diagnosis Reasoning,C-MIG is a Multi-view Information Gain-based retrieval-augmented generation framework for clinical diagnosis that includes a multi-subquery retrieval augmentation strategy to improve knowledge recall coverage in clini...,medium,four medical benchmarks,"C-MIG estimates information gain under a frozen reference model from two complementary views (retrieved-document and document-refinement) to jointly guide what to retrieve and how to refine, alleviating the issues of...",unknown,yes,Domain-Specific RAG Applications,领域应用型 RAG,领域应用型 RAG (Domain-Specific RAG Applications),Domain-Specific RAG Applications
